,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm,Kelly_Long,Kelly_Short
12,6,"Sat Jan 26, 2019",Georgia State,0,0%,+200,+241,+255,+245,-122,+280,+280,+275,-118,+289,+300,+290,-118,+284,+303,+303,-118,+295,-,-,-118,+289,+289,+305,-118,+280,-,-,-118,165.54166666666666,0.3438578279107682,0.3038578279107682,305,0.2469135802469136,1,0,3.05,-1,1,-3.05,0.2306242030386112,-0.2306242030386112,229.10127965953308,233.68330525272376,0.07561449279954466,-0.2306242030386112
13,6,"Sat Jan 26, 2019",Detroit Mercy,0,100%,-240,-292,-280,-300,+104,-360,-350,-340,-102,-360,-360,-380,-102,-369,-363,-363,-102,-370,-,-,-102,-360,-360,-385,-102,-360,-,-,-102,-269.1666666666667,0.6968886008680669,0.6568886008680669,104,0.49019607843137253,1,0,1.04,-1,1,-1.04,0.3400527457708564,-0.3400527457708564,-191.45053254715103,-187.69660053642258,0.32697379401043886,-0.3400527457708564
14,7,"Sat Jan 26, 2019",IUPUI,0,55%,-700,-798,-840,-825,-120,-110,-,+135,-140,-110,-,-,-125,-110,-,-,-116,-110,+135,-,-130,-110,-,-,-125,-110,-,-,-140,-208.27777777777777,0.5885310034875738,0.5485310034875738,135,0.425531914893617,1,0,1.35,-1,1,-1.35,0.28904785819579837,-0.28904785819579837,-121.4991522618267,-119.11681594296734,0.21410952458948027,-0.28904785819579837
15,7,"Sat Jan 26, 2019",(3) Virginia,0,45%,+500,+567,+660,+575,+110,-110,-,-155,+120,-110,-,-,+105,-110,-,-,-105,-110,-160,-,+110,-110,-,-,+105,-110,-,-,+120,77.33333333333333,0.4525007648897295,0.41250076488972953,660,0.13157894736842105,1,0,6.6,-1,1,-6.6,2.135005813161944,-2.135005813161944,142.42379290310453,145.2722687611666,0.32348572926696123,-2.135005813161944
16,8,"Sat Jan 26, 2019",Notre Dame,0,75%,+280,+291,+328,+289,-125,-650,-,-355,-120,-650,-,-,-126,-650,-,-345,-125,-650,-350,-,-,-650,-,-,-125,-650,-,-,-132,-266.3888888888889,0.6454642252437294,0.6054642252437293,328,0.23364485981308414,1,0,3.28,-1,1,-3.28,1.5913868840431613,-1.5913868840431613,-153.46243965271904,-150.45337220854807,0.48517892806193946,-1.5913868840431613
17,8,"Sat Jan 26, 2019",Virginia Military,0,25%,-340,-360,-365,-360,+105,+475,-,+285,+100,+475,-,-,+106,+475,-,+285,+105,+475,+280,-,-,+475,-,-,+105,+475,-,-,-111,168.05555555555554,0.3972887878339745,0.3572887878339745,475,0.17391304347826086,1,0,4.75,-1,1,-4.75,1.0544105300453535,-1.0544105300453535,179.88563706753695,183.4833498088877,0.2219811642200744,-1.0544105300453535
18,9,"Sat Jan 26, 2019",Citadel,0,5%,-,-110,-,+135,-126,+150,-,-115,-125,+150,-,-,-125,+150,-,-120,-,+150,+115,-,-,+150,-,-,-120,+150,-,-,-,20.6,0.47392558430780973,0.43392558430780975,150,0.4,1,0,1.5,-1,1,-1.5,0.08481396076952441,-0.08481396076952441,130.45426132113917,133.06334654756196,0.056542640513016273,-0.08481396076952441
19,9,"Sat Jan 26, 2019",Maine,0,95%,-,-110,-,-155,+106,-170,-,-105,+105,-170,-,-,+105,-170,-,+100,-,-170,-135,-,-,-170,-,-,+100,-170,-,-,-,-67.26666666666667,0.5638093530134167,0.5238093530134167,106,0.4854368932038835,1,0,1.06,-1,1,-1.06,0.07904726720763844,-0.07904726720763844,-109.99992467894378,-107.8430634107292,0.07457289359211174,-0.07904726720763844
20,10,"Sat Jan 26, 2019",Binghamton,0,41%,-,-650,-,-340,-,-200,-195,-190,-125,-207,-190,-190,-120,-185,-196,-196,-,-195,-,-,-125,-207,-207,-195,-125,-200,-,-,-125,-207.76190476190476,0.651677169691164,0.6116771696911639,-120,0.5454545454545454,1,0,0.8333333333333334,-1,1,-0.8333333333333334,0.12140814443380055,-0.12140814443380055,-157.5176945441741,-154.4291122982099,0.14568977332056066,-0.12140814443380055
21,10,"Sat Jan 26, 2019",New Hampshire,0,59%,-,+475,-,+280,-,+170,+170,+165,+105,+174,+165,+165,+110,+151,+166,+166,-,+165,-,-,+105,+174,+174,+170,+105,+170,-,-,+105,172.85714285714286,0.38574156928787395,0.345741569287874,475,0.17391304347826086,1,0,4.75,-1,1,-4.75,0.9880140234052754,-0.9880140234052754,189.23337221489047,193.01803965918828,0.20800295229584745,-0.9880140234052754
22,11,"Sat Jan 26, 2019",LIU Brooklyn,0,0%,-,+150,-,-118,-,-145,+240,+1500,-,-145,+240,+1500,+2750,-145,+240,+1500,-,-145,+240,+1500,-,-145,+240,+1500,-,-145,+240,+1500,-,588.1904761904761,0.3174808768325799,0.27748087683257994,2750,0.03508771929824561,1,0,27.5,-1,1,-27.5,6.908204989728528,-6.908204989728528,260.38519533847267,265.59289924524217,0.25120745417194645,-6.908204989728528
23,11,"Sat Jan 26, 2019",Central Connecticut State,0,100%,-,-170,-,-102,-,+125,-280,-3000,-,+125,-280,-3000,-6000,+125,-280,-3000,-,+125,-280,-3000,-,+125,-280,-3000,-,+125,-280,-3000,-,-1200.095238095238,0.7148741711050013,0.6748741711050013,125,0.4444444444444444,1,0,1.25,-1,1,-1.25,0.5184668849862528,-0.5184668849862528,-207.57322584880075,-203.50316259686346,0.41477350798900225,-0.5184668849862528
24,12,"Sat Jan 26, 2019",Texas,0,0%,-185,-183,-185,-207,+155,-155,-,+2000,+160,-155,-,+2000,+160,-155,-,+2000,+160,-155,-,+2000,+160,-155,-,+2000,+160,-155,-,+2000,+160,527.7272727272727,0.39102978623711276,0.3510297862371128,2000,0.047619047619047616,1,0,20.0,-1,1,-20.0,6.371625510979369,-6.371625510979369,184.87611000752008,188.5736322076705,0.3185812755489684,-6.371625510979369
25,12,"Sat Jan 26, 2019",Georgia,0,100%,+160,+155,+170,+174,-180,+135,-,-4000,-185,+135,-,-4000,-185,+135,-,-4000,-185,+135,-,-4000,-185,+135,-,-4000,-185,+135,-,-4000,-185,-1090.0454545454545,0.6396333976215719,0.5996333976215719,174,0.36496350364963503,1,0,1.74,-1,1,-1.74,0.6429955094831069,-0.6429955094831069,-149.77108331698355,-146.8343954088074,0.36953764912822235,-0.6429955094831069
26,13,"Sat Jan 26, 2019",Clemson,0,91%,+220,-170,+220,-125,+145,-145,+1000,-,+165,-145,+1000,-,+155,-145,+1000,-,+143,-145,+1000,-,+150,-145,+1000,-,+155,-145,+1000,-,+165,278.77272727272725,0.3796762156580113,0.3396762156580113,1000,0.09090909090909091,1,0,10.0,-1,1,-10.0,2.7364383722381245,-2.7364383722381245,194.39800430619724,198.2859643923212,0.27364383722381247,-2.7364383722381245
27,13,"Sat Jan 26, 2019",(21) North Carolina State,0,9%,-260,+150,-260,+105,-165,+125,-1500,-,-190,+125,-1500,-,-180,+125,-1500,-,-174,+125,-1500,-,-180,+125,-1500,-,-180,+125,-1500,-,-190,-432.45454545454544,0.654467637676347,0.6144676376763469,150,0.4,1,0,1.5,-1,1,-1.5,0.5361690941908673,-0.5361690941908673,-159.38159742877914,-156.25646806743052,0.35744606279391156,-0.5361690941908673
30,15,"Sat Jan 26, 2019",Pittsburgh,0,52%,+475,-145,-,-,+152,-155,-102,-,+155,-155,-102,-,+160,-155,-102,-,+155,-155,-102,-,-,-155,-102,-,+145,-155,-102,-,-,-51.111111111111114,0.5134731278198567,0.4734731278198567,160,0.3846153846153846,1,0,1.6,-1,1,-1.6,0.2310301323316275,-0.2310301323316275,111.20522818360921,113.42933274728139,0.1443938327072672,-0.2310301323316275
31,15,"Sat Jan 26, 2019",(23) Louisville,0,48%,-650,+125,-,-,-172,+135,-118,-,-175,+135,-118,-,-180,+135,-118,-,-175,+135,-118,-,-,+135,-118,-,-165,+135,-118,-,-,-35.55555555555556,0.5231067345566301,0.48310673455663017,135,0.425531914893617,1,0,1.35,-1,1,-1.35,0.13530082620808104,-0.13530082620808104,106.99359550798792,109.13346741814769,0.10022283422820817,-0.13530082620808104
32,16,"Sat Jan 26, 2019",Kansas State,0,0%,-200,+475,-,-,-,+360,-,-,+155,+360,-,-,+163,+360,-,-,+155,+360,-,-,+155,+360,-,-,+145,+360,-,-,+155,274.0769230769231,0.29502151713337393,0.25502151713337395,475,0.17391304347826086,1,0,4.75,-1,1,-4.75,0.4663737235169002,-0.4663737235169002,292.1237749820965,297.9662504817384,0.09818394179303162,-0.4663737235169002
33,16,"Sat Jan 26, 2019",Texas A&M,0,100%,+170,-650,-,-,-,-450,-,-,-175,-450,-,-,-173,-450,-,-,-175,-450,-,-,-185,-450,-,-,-165,-450,-,-,-175,-338.3076923076923,0.7377163411538175,0.6977163411538174,-165,0.6226415094339622,1,0,0.6060606060606061,-1,1,-0.6060606060606061,0.1205747297318886,-0.1205747297318886,-230.8151038719732,-226.28931752154236,0.19894830405761618,-0.1205747297318886
34,17,"Sat Jan 26, 2019",Hofstra,0,6%,-575,-155,-,-,-220,-3000,-,-,+145,-3000,-,-,+150,-3000,-,-,+148,-3000,-,-,+145,-3000,-,-,+140,-3000,-,-,+145,-1250.142857142857,0.6818697870853411,0.641869787085341,150,0.4,1,0,1.5,-1,1,-1.5,0.6046744677133525,-0.6046744677133525,-179.22804721261986,-175.7137717770783,0.4031163118089017,-0.6046744677133525
35,17,"Sat Jan 26, 2019",Towson,0,94%,+438,+135,-,-,+180,+1500,-,-,-165,+1500,-,-,-160,+1500,-,-,-168,+1500,-,-,-170,+1500,-,-,-160,+1500,-,-,-165,594.7857142857143,0.349301594496075,0.309301594496075,1500,0.0625,1,0,15.0,-1,1,-15.0,3.9488255119372004,-3.9488255119372004,223.3090348691008,227.7752155664828,0.2632550341291467,-3.9488255119372004
42,21,"Sat Jan 26, 2019",Harvard,0,100%,-,+280,-,-,-,-280,-,-,+300,-280,-,-,+335,-280,-,-,+326,-280,-,-,+300,-280,-,-,+330,-280,-,-,+320,39.30769230769231,0.4707300573426718,0.43073005734267183,335,0.2298850574712644,1,0,3.35,-1,1,-3.35,0.8736757494406224,-0.8736757494406224,132.16396974229255,134.80724913713843,0.2607987311763052,-0.8736757494406224
43,21,"Sat Jan 26, 2019",Ball State,0,0%,-,-340,-,-,-,+240,-,-,-380,+240,-,-,-375,+240,-,-,-401,+240,-,-,-380,+240,-,-,-420,+240,-,-,-400,-96.61538461538461,0.562948590916399,0.522948590916399,240,0.29411764705882354,1,0,2.4,-1,1,-2.4,0.7780252091157566,-0.7780252091157566,-109.62101378569763,-107.4715821428408,0.3241771704648986,-0.7780252091157566
44,22,"Sat Jan 26, 2019",Ohio,0,48%,-118,-280,-,-,+317,+180,-,-,+240,+180,-,-,+255,+180,-,-,+250,+180,-,-,+240,+180,-,-,+240,+180,-,-,+235,184.07142857142858,0.34769801657285093,0.30769801657285095,317,0.23980815347721823,1,0,3.17,-1,1,-3.17,0.28310072910878836,-0.28310072910878836,224.993970106804,229.49384950894006,0.08930622369362409,-0.28310072910878836
45,22,"Sat Jan 26, 2019",Eastern Michigan,0,52%,-102,+240,-,-,-400,-220,-,-,-300,-220,-,-,-280,-220,-,-,-300,-220,-,-,-300,-220,-,-,-280,-220,-,-,-290,-230.71428571428572,0.6918851143696345,0.6518851143696345,240,0.29411764705882354,1,0,2.4,-1,1,-2.4,1.216409388856757,-1.216409388856757,-187.26148788185333,-183.58969400181698,0.5068372453569822,-1.216409388856757
46,23,"Sat Jan 26, 2019",Western Michigan,0,0%,+145,+180,-,-,+305,-125,-,-,-700,-125,-,-,-700,-125,-,-,-700,-125,-,-,-700,-125,-,-,-700,-125,-,-,-700,-318.92857142857144,0.6562421264802217,0.6162421264802217,305,0.2469135802469136,1,0,3.05,-1,1,-3.05,1.4957806122448978,-1.4957806122448978,-160.5809727962393,-157.43232627082287,0.49041987286717964,-1.4957806122448978
47,23,"Sat Jan 26, 2019",South Carolina,0,100%,-165,-220,-,-,-365,+105,-,-,+500,+105,-,-,+500,+105,-,-,+500,+105,-,-,+500,+105,-,-,+500,+105,-,-,+500,217.5,0.3856625360608445,0.3456625360608445,500,0.16666666666666666,1,0,5.0,-1,1,-5.0,1.073975216365067,-1.073975216365067,189.29950332366278,193.08549339013607,0.2147950432730134,-1.073975216365067
48,24,"Sat Jan 26, 2019",Oklahoma State,0,0%,+135,-125,-,-,+245,+100,-,-,-850,+100,-,-,-825,+100,-,-,-840,+100,-,-,-865,+100,-,-,-825,+100,-,-,-850,-309.64285714285717,0.6577612981632176,0.6177612981632176,245,0.2898550724637681,1,0,2.45,-1,1,-2.45,1.1312764786631009,-1.1312764786631009,-161.61662730505094,-158.4476738284813,0.4617455014951432,-1.1312764786631009
49,24,"Sat Jan 26, 2019",Davidson,0,100%,-155,+105,-,-,-290,-120,-,-,+525,-120,-,-,+575,-120,-,-,+551,-120,-,-,+615,-120,-,-,+575,-120,-,-,+525,175.78571428571428,0.3867062972536727,0.34670629725367275,615,0.13986013986013984,1,0,6.15,-1,1,-6.15,1.4789500253637604,-1.4789500253637604,188.42856559606568,192.19713690798702,0.24047967892093663,-1.4789500253637604
50,25,"Sat Jan 26, 2019",Saint Louis,0,55%,-,+100,-,-,-825,-155,-,-,-930,-155,-,-,-825,-155,-,-,-835,-155,-,-,-,-155,-,-,-850,-155,-,-,-1100,-476.53846153846155,0.7337082204451227,0.6937082204451227,100,0.5,1,0,1.0,-1,1,-1.0,0.3874164408902454,-0.3874164408902454,-226.48607202363172,-222.0451686506193,0.3874164408902454,-0.3874164408902454
51,25,"Sat Jan 26, 2019",Army,0,45%,-,-120,-,-,+625,+135,-,-,+680,+135,-,-,+625,+135,-,-,+560,+135,-,-,-,+135,-,-,+588,+135,-,-,+440,323.6923076923077,0.30652018506896406,0.2665201850689641,680,0.12820512820512822,1,0,6.8,-1,1,-6.8,1.0788574435379197,-1.0788574435379197,275.2061029603602,280.7102250195675,0.15865550640263526,-1.0788574435379197
56,28,"Sat Jan 26, 2019",Wisconsin,0,67%,+345,+125,-,-,-,-125,-,-,+280,-125,-,-,+328,-125,-,-,+303,-125,-,-,+280,-125,-,-,+260,-125,-,-,+290,85.84615384615384,0.40923580146684285,0.3692358014668429,328,0.23364485981308414,1,0,3.28,-1,1,-3.28,0.5803292302780874,-0.5803292302780874,170.82964220353352,174.24623504760422,0.17692964337746567,-0.5803292302780874
57,28,"Sat Jan 26, 2019",South Alabama,0,33%,-430,-145,-,-,-,+105,-,-,-340,+105,-,-,-365,+105,-,-,-363,+105,-,-,-360,+105,-,-,-320,+105,-,-,-370,-125.61538461538461,0.630161868538524,0.5901618685385239,105,0.48780487804878053,1,0,1.05,-1,1,-1.05,0.20983183050397403,-0.20983183050397403,-143.99877005929545,-141.17526476401514,0.19983983857521334,-0.20983183050397403
70,35,"Sat Jan 26, 2019",Morehead State,0,60%,+200,+315,-,-,-,+400,-,-,-195,+400,-,-,-185,+400,-,-,-196,+400,-,-,-185,+400,-,-,-180,+400,-,-,-185,122.23076923076923,0.4118745023573973,0.37187450235739733,400,0.2,1,0,4.0,-1,1,-4.0,0.8593725117869866,-0.8593725117869866,168.9079228774148,172.2860813349631,0.21484312794674665,-0.8593725117869866
71,35,"Sat Jan 26, 2019",Bradley,0,40%,-240,-380,-,-,-,-500,-,-,+170,-500,-,-,+170,-500,-,-,+166,-500,-,-,+155,-500,-,-,+160,-500,-,-,+165,-184.15384615384616,0.6201906149967683,0.5801906149967683,170,0.37037037037037035,1,0,1.7,-1,1,-1.7,0.5665146604912743,-0.5665146604912743,-138.2033455474803,-135.49347602694147,0.33324391793604374,-0.5665146604912743
72,36,"Sat Jan 26, 2019",Missouri State,0,56%,-145,+400,-,-,-,-135,-,-,+220,-135,-,-,+220,-135,-,-,+220,-135,-,-,+220,-135,-,-,+220,-135,-,-,+220,70.0,0.42475450081833055,0.38475450081833057,400,0.2,1,0,4.0,-1,1,-4.0,0.9237725040916529,-0.9237725040916529,159.9059914499011,163.10411127889915,0.23094312602291323,-0.9237725040916529
73,36,"Sat Jan 26, 2019",Old Dominion,0,44%,+125,-500,-,-,-,+115,-,-,-260,+115,-,-,-260,+115,-,-,-260,+115,-,-,-260,+115,-,-,-260,+115,-,-,-260,-105.38461538461539,0.6121049493142516,0.5721049493142516,115,0.46511627906976744,1,0,1.15,-1,1,-1.15,0.23002564102564094,-0.23002564102564094,-133.70216561219652,-131.0805545217613,0.2000222965440356,-0.23002564102564094
