,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds
17,8,"Fri Jan 25, 2019",Denver,0,43%,+1087,+1098,-,-,-,-2000,-1625,-1800,-1700,-2200,-1500,-1600,-1450,-227,-1988,-2740,-,-,-,-,-1910,-2200,-2200,-1625,-,-2000,-1300,-,-2000,-1629.842105263158,0.8889535529482384,0.8489535529482384,1098,0.08347245409015025,1,0,10.98,-1,1,-10.98,9.170463564319896,-9.170463564319896,-551.027462808174
18,9,"Fri Jan 25, 2019",Minnesota,0,58%,+425,+475,-,-,-,+410,+475,+440,+450,+459,+455,+455,+475,+456,+450,+505,-,+450,-,-,+445,+459,+364,+475,+450,+410,+490,-,+450,452.2857142857143,0.18161274386031415,0.14161274386031414,505,0.1652892561983471,0,1,5.05,-1,1,-5.05,-0.1432428996450995,0.1432428996450995,618.2741590870672
19,9,"Fri Jan 25, 2019",Utah,0,42%,+449,+459,-,-,-,-620,-625,-600,-600,-620,-560,-580,-560,-595,-600,-730,-,-600,-,-,-600,-620,-470,-625,-600,-620,-530,-,-600,-547.4285714285714,0.8237546928793307,0.7837546928793306,459,0.17889087656529518,1,0,4.59,-1,1,-4.59,3.381188733195458,-3.381188733195458,-355.33115794947145
20,10,"Saturday, January 26, 2019",San Antonio,0,-,+125,+165,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
21,10,"Saturday, January 26, 2019",New Orleans,0,-,+173,+151,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
22,11,"Saturday, January 26, 2019",Indiana,0,-,+115,+140,-,-,-,-180,-185,-200,-,-175,-190,-185,-105,-200,-191,-,-,-190,-,-,-,-175,-175,-185,-,-180,-190,-,+100,-145.05882352941177,0.6191907863237945,0.5791907863237945,140,0.4166666666666667,1,0,1.4,-1,1,-1.4,0.39005788717710677,-0.39005788717710677,-134.9386101312739
23,11,"Saturday, January 26, 2019",Memphis,0,-,+136,+123,-,-,-,+160,+160,+170,-,+151,+165,+165,-125,+170,+161,-,-,+160,-,-,-,+151,+151,+160,-,+160,+176,-,-120,125.76470588235294,0.40639146857477504,0.36639146857477506,176,0.3623188405797102,1,0,1.76,-1,1,-1.76,0.011240453266379236,-0.011240453266379236,176.39076165383833
24,12,"Saturday, January 26, 2019",Golden State,0,-,+245,+330,-,-,-,-160,-150,-155,-189,-144,-159,-155,-175,-156,-150,-,-,-150,-,-,-180,-144,-144,-150,-,-160,-149,-,-180,-132.6315789473684,0.5919595156379819,0.5519595156379818,330,0.23255813953488372,1,0,3.3,-1,1,-3.3,1.3734259172433219,-1.3734259172433219,-120.77854544947704
25,12,"Saturday, January 26, 2019",Boston,0,54%,+425,+470,-,-,-,+140,+130,+135,+164,+123,+139,+135,+165,+133,+130,-,-,+130,-,-,+150,+123,+123,+130,-,+140,+138,-,+160,155.68421052631578,0.4080411624530765,0.3680411624530765,470,0.17543859649122806,1,0,4.7,-1,1,-4.7,1.0978346259825362,-1.0978346259825362,175.14291336367714
26,13,"Saturday, January 26, 2019",Philadelphia,0,46%,+500,+477,-,-,-,+325,-,-,-150,+330,-,+425,-150,-,-,-,-,-,-,-,-160,+330,+330,-,-,+325,-,-,-150,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
27,13,"Saturday, January 26, 2019",Denver,0,60%,+480,-,-,-,-,-450,-,-,+130,-420,-,-550,+140,-,-,-,-,-,-,-,+140,-420,-420,-,-,-450,-650,-,+130,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
28,14,"Saturday, January 26, 2019",Atlanta,0,40%,-,-,-,-,-,+450,+465,+455,-,+477,+475,+455,+425,+474,-,-,-,+470,-,-,+330,+477,+477,+465,-,+450,+490,-,+350,449.0625,0.1835140903932898,0.1435140903932898,490,0.1694915254237288,0,1,4.9,-1,1,-4.9,-0.1532668666795901,0.1532668666795901,608.7316063563969
29,14,"Saturday, January 26, 2019",Portland,0,96%,-,-,-,-,-,-700,-615,-630,-,-650,-600,-580,-550,-625,-,-,-,-640,-,-,-430,-650,-650,-615,-,-700,-560,-,-450,-602.8125,0.8559032844026815,0.8159032844026815,-430,0.8113207547169812,1,0,0.23255813953488372,-1,1,-0.23255813953488372,0.005648234263770147,-0.005648234263770147,-434.5026896278825
30,15,"Sunday, January 27, 2019",Cleveland,0,4%,-,-,-,-,-,-,-,-,-,-,-,-,+470,-,-,-,-,-,-,-,+455,-,-,-,-,-,-,-,+450,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
31,15,"Sunday, January 27, 2019",Chicago,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-555,-,-,-,-,-,-,-,-605,-,-,-,-,-,-,-,-600,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
32,16,"Sunday, January 27, 2019",Sacramento,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
33,16,"Sunday, January 27, 2019",L.A. Clippers,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
34,17,"Sunday, January 27, 2019",Milwaukee,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
35,17,"Sunday, January 27, 2019",Oklahoma City,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
36,18,"Sunday, January 27, 2019",Toronto,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
37,18,"Sunday, January 27, 2019",Dallas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
38,19,"Sunday, January 27, 2019",Orlando,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
39,19,"Sunday, January 27, 2019",Houston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
40,20,"Sunday, January 27, 2019",Washington,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
41,20,"Sunday, January 27, 2019",San Antonio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
42,21,"Sunday, January 27, 2019",Utah,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
43,21,"Sunday, January 27, 2019",Minnesota,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
44,22,"Sunday, January 27, 2019",Miami,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
45,22,"Sunday, January 27, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
46,23,"Sunday, January 27, 2019",Phoenix,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
47,23,"Sunday, January 27, 2019",L.A. Lakers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
48,24,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
49,24,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
