,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds_Gross,Breakeven_Odds_Net_Comm_Long,Breakeven_Odds_Net_Comm_Short
10,5,"Sun Jan 27, 2019",Washington,0,50%,+240,+173,+165,+172,+175,+170,+170,+170,+165,+172,+175,+165,+165,+160,+170,+165,+165,+170,-,-,+180,+172,+172,+170,+180,+170,+187,-,+170,170.72,0.36954433559506517,0.33954433559506514,187,0.3484320557491289,0,1,1.87,-1,1,-1.87,-0.025507756842163,0.025507756842163,194.51234939539182,198.40259638329965,190.622102407484
11,5,"Sun Jan 27, 2019",San Antonio,0,50%,-300,-193,-175,-205,-205,-200,-200,-200,-185,-205,-205,-185,-175,-187,-200,-195,-195,-200,-,-,-220,-205,-205,-200,-220,-200,-226,-,-200,-199.44,0.6655059821324895,0.6355059821324894,-175,0.6363636363636364,0,1,0.5714285714285714,-1,1,-0.5714285714285714,-0.0013477423632309304,0.0013477423632309304,-174.35292514553382,-170.93424033875866,-177.91114810768758
12,6,"Sun Jan 27, 2019",Utah,0,0%,-175,-180,-190,-215,-190,-200,-190,-200,-190,-215,-190,-200,-190,-186,-200,-200,-200,-220,-,-,-180,-215,-215,-190,-200,-200,-177,-,-200,-197.32,0.6631567492979792,0.6331567492979792,-177,0.6389891696750902,0,1,0.5649717514124294,-1,1,-0.5649717514124294,-0.00912757313254109,0.00912757313254109,-172.59599245353957,-169.21175730739174,-176.11835964646897
13,6,"Sun Jan 27, 2019",Minnesota,0,100%,+145,+162,+175,+180,+165,+170,+165,+170,+165,+180,+165,+170,+175,+159,+170,+170,+170,+170,-,-,+150,+180,+180,+165,+170,+170,+170,-,+170,169.44,0.37137961832647126,0.34137961832647123,180,0.35714285714285715,0,1,1.8,-1,1,-1.8,-0.04413706868588052,0.04413706868588052,192.92902865796486,196.78760923112418,189.07044808480555
14,7,"Sun Jan 27, 2019",Miami,0,61%,-230,-188,-190,-190,-205,-210,-200,-200,-200,-190,-205,-200,-190,-195,-200,-200,-200,-220,-,-,-210,-190,-190,-200,-200,-210,-185,-,-200,-198.72,0.6649855617188498,0.6349855617188498,-185,0.6491228070175439,0,1,0.5405405405405406,-1,1,-0.5405405405405406,-0.021778999514204367,0.021778999514204367,-173.96176565206332,-170.55075063927774,-177.51200576741155
15,7,"Sun Jan 27, 2019",New York,0,39%,+190,+169,+175,+163,+175,+175,+170,+170,+170,+163,+175,+170,+175,+166,+170,+170,+170,+170,-,-,+175,+163,+163,+170,+170,+175,+182,-,+170,170.56,0.3697095263062049,0.3397095263062049,182,0.35460992907801414,0,1,1.82,-1,1,-1.82,-0.042019135816502184,0.042019135816502184,194.36913673672706,198.2565194714616,190.4817540019925
16,8,"Sun Jan 27, 2019",Phoenix,0,6%,+285,+263,+260,+252,+250,+255,+260,+245,+240,+252,+250,+250,+260,+259,+255,+255,+255,+260,-,-,+255,+252,+252,+260,+250,+255,+268,-,+250,254.52,0.2821484109819636,0.2521484109819636,268,0.2717391304347826,0,1,2.68,-1,1,-2.68,-0.07209384758637383,0.07209384758637383,296.5918310195224,302.5236676399129,290.6599943991319
17,8,"Sun Jan 27, 2019",L.A. Lakers,0,94%,-375,-298,-290,-310,-300,-310,-320,-290,-300,-310,-300,-300,-290,-312,-315,-315,-315,-335,-,-,-315,-310,-310,-320,-300,-310,-290,-,-310,-307.0,0.7541254487132312,0.7241254487132311,-290,0.7435897435897436,0,1,0.3448275862068966,-1,1,-0.3448275862068966,-0.026176120695999477,0.026176120695999477,-262.48359819188613,-257.33686097243736,-267.84040631825115
18,9,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
19,9,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
20,10,"Monday, January 28, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
21,10,"Monday, January 28, 2019",Charlotte,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
22,11,"Monday, January 28, 2019",Brooklyn,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
23,11,"Monday, January 28, 2019",Boston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
24,12,"Monday, January 28, 2019",Denver,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
25,12,"Monday, January 28, 2019",Memphis,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
26,13,"Monday, January 28, 2019",Atlanta,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
27,13,"Monday, January 28, 2019",L.A. Clippers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.03,0,0.0,0,1,0.0,-1,1,0.0,-1.03,1.03,2.9126213592233006,2.855511136493432,2.9720626114523476
