,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Max_Odds,Max_Implied_Prob,Consensus_Minus_Alpha,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short
10,5,"Fri Jan 25, 2019",L.A. Clippers,0,56%,-4500,-189,-190,-200,-400,-220,-195,-200,-190,-200,-205,-200,-190,-195,-210,-210,-210,-200,-,-,-215,-200,-205,-195,-210,-220,-185,-,-200,-209.36,0.6731926479300785,-185,0.6491228070175439,0.6331926479300785,0,1,0.5405405405405406,-1,1,-0.5405405405405406,-0.02454105589150074,0.4349184035679587
11,5,"Fri Jan 25, 2019",Chicago,0,44%,+1802,+170,+175,+170,+317,+180,+170,+170,+165,+170,+175,+170,+175,+167,+175,+175,+175,+170,-,-,+175,+170,+174,+170,+175,+180,+181,-,+170,178.56,0.36158456784400833,317,0.23980815347721823,0.32158456784400835,1,0,3.17,-1,1,-3.17,0.34100764790951477,-1.8289923520904852
12,6,"Fri Jan 25, 2019",Detroit,0,47%,+150,+173,+175,+170,-400,+170,+175,+170,+175,+170,+171,+170,+175,+170,+170,+170,+170,+170,-,-,+175,+170,+170,+175,+170,+170,+181,-,+170,149.0,0.38514198719328,181,0.35587188612099646,0.34514198719328004,0,1,1.81,-1,1,-1.81,-0.03015101598688308,-0.8401510159868831
13,6,"Fri Jan 25, 2019",Dallas,0,53%,-180,-192,-190,-200,+330,-200,-205,-200,-210,-200,-196,-200,-190,-199,-200,-200,-200,-200,-,-,-205,-200,-200,-205,-200,-200,-190,-,-200,-178.08,0.6484187903964629,330,0.23255813953488372,0.6084187903964628,1,0,3.3,-1,1,-3.3,1.61620079870479,-0.6837992012952097
14,7,"Fri Jan 25, 2019",Charlotte,0,45%,+475,+600,+575,+664,+344,+550,+625,+505,+580,+664,+675,+550,+575,+592,+540,-,-,+590,-,-,+580,+664,+614,+625,+600,+550,+640,-,+600,587.0434782608696,0.14736870275143008,675,0.12903225806451613,0.10736870275143007,0,1,6.75,-1,1,-6.75,-0.16789255367641698,-5.917892553676417
15,7,"Fri Jan 25, 2019",Milwaukee,0,55%,-650,-744,-710,-1000,-398,-900,-875,-710,-780,-1000,-900,-750,-710,-826,-815,-,-,-840,-,-,-785,-1000,-900,-875,-800,-900,-720,-,-900,-819.0434782608696,0.8883253681014738,-398,0.7991967871485943,0.8483253681014737,1,0,0.25125628140703515,-1,1,-0.25125628140703515,0.06147244551390432,0.8102161641068691
16,8,"Fri Jan 25, 2019",Phoenix,0,54%,+800,+1109,+1100,+1098,+355,+950,+1030,+850,+950,+1098,+1025,+950,+1100,+1095,+1143,+1290,-,-,-,-,+1000,+1098,+1098,+1030,-,+950,+1050,-,+1000,1016.7727272727273,0.09363613399190193,1290,0.07194244604316546,0.05363613399190193,0,1,12.9,-1,1,-12.9,-0.2544577375125632,-12.154457737512564
17,8,"Fri Jan 25, 2019",Denver,0,46%,-1475,-1614,-1400,-2200,-400,-2000,-1480,-1800,-1600,-2200,-1600,-1500,-1400,-2041,-1943,-2740,-,-,-,-,-1785,-2200,-2200,-1480,-,-2000,-1350,-,-1700,-1756.0454545454545,0.9396079110912793,-400,0.8,0.8996079110912792,1,0,0.25,-1,1,-0.25,0.12450988886409906,0.8745098888640991
18,9,"Fri Jan 25, 2019",Minnesota,0,57%,+425,+427,+435,+403,+330,+375,+430,+375,+430,+403,+420,+415,+435,+421,+426,+505,-,+410,-,-,+425,+403,+364,+430,+400,+375,+410,-,+375,409.25,0.1971950981076088,505,0.1652892561983471,0.1571950981076088,0,1,5.05,-1,1,-5.05,-0.04896965644896689,-4.098969656448967
19,9,"Fri Jan 25, 2019",Utah,0,43%,-550,-505,-500,-530,-420,-550,-555,-500,-550,-530,-515,-525,-500,-543,-546,-730,-,-560,-,-,-555,-530,-470,-555,-500,-550,-470,-,-500,-528.7083333333334,0.8398970774202971,-420,0.8076923076923077,0.799897077420297,0,1,0.23809523809523808,-1,1,-0.23809523809523808,-0.009651237479632258,0.7522535244251296
20,10,"Fri Jan 25, 2019",San Antonio,0,8%,-,-,-,-,+335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
21,10,"Fri Jan 25, 2019",New Orleans,0,92%,-,-,-,-,-405,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
22,11,"Fri Jan 25, 2019",Indiana,0,52%,-145,-165,-160,-160,-163,-165,-,-,-,-160,-160,-,-,-170,-,-,-,-165,-,-,-,-160,-160,-,-,-165,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
23,11,"Fri Jan 25, 2019",Memphis,0,48%,+125,+149,+140,+140,+143,+145,-,-,-,+140,+140,-,-,+146,-,-,-,+140,-,-,-,+140,+140,-,-,+145,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
24,12,"Fri Jan 25, 2019",Golden State,0,100%,-135,-133,-135,-130,+110,-130,-,-,-,-130,-135,-,-160,-137,-,-,-,-135,-,-,-,-130,-130,-,-,-130,-,-,-,-115.76923076923077,0.5657814013149278,110,0.47619047619047616,0.5257814013149278,1,0,1.1,-1,1,-1.1,0.10414094276134844,0.004140942761348354
25,12,"Fri Jan 25, 2019",Boston,0,0%,+115,+120,+115,+110,-130,+110,-,-,-,+110,+115,-,+140,+117,-,-,-,+115,-,-,-,+110,+110,-,-,+110,-,-,-,96.3076923076923,0.47305774615047586,140,0.4166666666666667,0.4330577461504759,1,0,1.4,-1,1,-1.4,0.0393385907611421,-0.3606614092388578
26,13,"Fri Jan 25, 2019",Philadelphia,0,-,+245,-,+350,+330,-205,+325,-,-,-135,+330,-,-,-135,-,-,-,-,-,-,-,-,+330,+330,-,-,+325,-,-,-135,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
27,13,"Fri Jan 25, 2019",Denver,0,-,-290,-,-440,-420,+175,-450,-,-,+115,-420,-,-,+115,-,-,-,-,-,-,-,-,-420,-420,-,-,-450,-,-,+115,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
28,14,"Fri Jan 25, 2019",Atlanta,0,-,-,+500,+455,+440,+171,+500,+450,-,-,+500,+477,+475,+350,+500,+449,-,-,+500,+450,-,-,+500,+477,+477,-,+500,+450,-,-,453.7368421052632,0.18656345113742479,500,0.16666666666666666,0.14656345113742478,0,1,5.0,-1,1,-5.0,-0.12061929317545139,-4.1206192931754515
29,14,"Fri Jan 25, 2019",Portland,0,-,-,-700,-542,-580,-196,-700,-700,-,-,-700,-650,-600,-440,-700,-585,-,-,-700,-600,-,-,-700,-650,-650,-,-700,-700,-,-,-620.6842105263158,0.8535502750735809,-196,0.6621621621621622,0.8135502750735809,1,0,0.5102040816326531,-1,1,-0.5102040816326531,0.22862694602948952,0.7184228643968364
30,15,"Fri Jan 25, 2019",Cleveland,0,-,-,-,-,-,+675,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
31,15,"Fri Jan 25, 2019",Chicago,0,-,-,-,-,-,-900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
32,16,"Fri Jan 25, 2019",Sacramento,0,-,-,-,-,-,+1025,-,-,-,-,-,-,-,+440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+450,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
33,16,"Fri Jan 25, 2019",L.A. Clippers,0,-,-,-,-,-,-1600,-,-,-,-,-,-,-,-580,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-600,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
34,17,"Fri Jan 25, 2019",Milwaukee,0,-,-,-,-,-,+420,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
35,17,"Fri Jan 25, 2019",Oklahoma City,0,-,-,-,-,-,-515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
36,18,"Fri Jan 25, 2019",Toronto,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
37,18,"Fri Jan 25, 2019",Dallas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
38,19,"Fri Jan 25, 2019",Orlando,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
39,19,"Fri Jan 25, 2019",Houston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
40,20,"Fri Jan 25, 2019",Washington,0,-,-,-,-,-,-160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
41,20,"Fri Jan 25, 2019",San Antonio,0,-,-,-,-,-,+140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
42,21,"Fri Jan 25, 2019",Utah,0,-,-,-,-,-,-135,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
43,21,"Fri Jan 25, 2019",Minnesota,0,-,-,-,-,-,+115,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
44,22,"Fri Jan 25, 2019",Miami,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
45,22,"Fri Jan 25, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
46,23,"Fri Jan 25, 2019",Phoenix,0,-,-,-,-,-,+477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
47,23,"Fri Jan 25, 2019",L.A. Lakers,0,-,-,-,-,-,-650,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0,0.0,-0.04,0,1,0.0,-1,1,0.0,-1.04,-0.04
